adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,6000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",,20236,tt1182609,en,Direct Contact,"An imprisoned ex-US Special forces operative in Eastern Europe, is offered his freedom and money to rescue an American woman, who has been kidnapped by a ruthless warlord. But, shortly after freeing her discovers that the kidnap story was just a ruse to bring her out into the open.",6.078318,/mSpV2J6S02g2YT0kel8dWia8hQP.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",4/16/2009,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Direct Contact,FALSE,4.4,15
FALSE,,0,"[{'id': 10752, 'name': 'War'}, {'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",http://www.ageofstupid.net,24458,tt1300563,en,The Age of Stupid,"The Age of Stupid is the new movie from Director Franny Armstrong (McLibel) and producer John Battsek (One Day In September). Pete Postlethwaite stars as a man living alone in the devastated future world of 2055, looking at old footage from 2008 and asking: why didn’t we stop climate change when we had the chance?",1.101593,/pbY7CxwXQ6MnVqilWb6paDJqJQ5.jpg,[],[],9/21/2009,0,92,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Age of Stupid,FALSE,6.2,18
FALSE,,2000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",,13723,tt0926110,en,Missionary Man,A mysterious stranger rolls into town on a unique motorcycle. All he carries is the bible and a desire for justice. Past vengeance collides as Ryder rights an injustice from his past and liberates the small town from a malicious oppressor.,1.367062,/mCyCLP1R691rXqzYz6LAeS1f8n6.jpg,"[{'name': 'Andrew Stevens Entertainment', 'id': 2100}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'Black Chrome Productions', 'id': 11128}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/29/2007,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Missionary Man,FALSE,5.5,11
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,37222,tt0057634,en,The V.I.P.s,Wealthy passengers fogged in at London's Heathrow Airport fight to survive a variety of personal trials.,0.547188,/rlDromcNudpKl69gzqnBNotu9lo.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'De Grunwald Productions', 'id': 12744}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",5/1/1963,0,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Modern Love Story,The V.I.P.s,FALSE,5.4,13
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,101342,tt0119413,pt,As Bodas de Deus,"After receiving a visit from a messenger of God, a man (Joao Cesar Monteiro) wins his buddy's girlfriend (Joana Azevedo) through a roll of the dice.",0.503167,/lsNfjz4VvM2djlby5fsX0kSEjCE.jpg,"[{'name': 'Gemini Films', 'id': 6584}, {'name': 'Radiotelevisão Portuguesa (RTP)', 'id': 8492}, {'name': 'Madragoa Filmes', 'id': 11143}]","[{'iso_3166_1': 'PT', 'name': 'Portugal'}, {'iso_3166_1': 'FR', 'name': 'France'}]",10/15/1999,0,150,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,,The Spousals of God,FALSE,8.8,4
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,89800,tt0297905,ja,害虫,"13-year-old Sachiko is about to encounter the most difficult moments in her young life. Her father abandons her and her mother. Her mother attempts to commit suicide by slashing her wrist. Her teacher, whom she relies on heavily, leaves for northern Japan to take another job. Other students start to gossip about Sachiko and her former teacher. Sachiko then drops out of school and attempts to find herself.",0.487234,/xObzD7H2K9UoL2QRslxTgHn2vQ1.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",3/16/2001,0,92,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Harmful Insect,FALSE,7,5
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,4579,tt0068688,en,Heat,"Former child star Joe Davis (Joe Dallesandro), reduced to living in a cheap Hollywood motel while struggling for acting jobs, is lusted after by nearly every woman he meets, including Jessica Todd (Andrea Feldman), a tightly wound feminist who has recently come out as a lesbian. When Jessica's mother, Sally (Sylvia Miles), an emotionally needy has-been actress, meets Joe, she moves him into her enormous, tacky mansion as her new boy toy and attempts to get him acting work.",0.466019,/l6xBVdKfjteFnQucRRJoyIRJOkm.jpg,"[{'name': 'Andy Warhol Productions', 'id': 10001}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/6/1972,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Heat,FALSE,6.3,6
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,49956,tt0104753,en,The Long Day Closes,"Set in Kensington, a working-class district of Liverpool, England in mid-1950s, this is the story of eleven-year-old Bud, a sad and lonely boy. With cinema as his main source of solace, he haunts the local 'picture-house'. All the while, his family looms large in our peripheral vision as do the menacing bullies of his school, but Bud is the centre of attention both from the camera's angle and from his doting family.",1.190292,/mnle42mmiuduMOkivkEPK74z8cD.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'British Film Institute (BFI)', 'id': 7281}, {'name': 'Film Four International', 'id': 9210}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",5/22/1992,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Long Day Closes,FALSE,7.2,16
FALSE,,0,[],,63771,tt0035823,fr,Douce,"In Paris in 1887, Irène works as a governess to Douce, the grand-daughter of the dowager Countess de Bonafé. Douce believes she is in love with Fabien, the handsome manager of the estate. However she cannot hope to marry him because of their class difference. Douce's widowed father, the Count de Bonafé, has a wooden leg, and is infatuated with Irène. Douce discovers that Fabien is planning to flee to Quebec with Irène, and also finds out that the Count has asked Irène to marry him. So Douce tells Fabien this and convinces him to run away with her, causing consternation in the family.",0.095589,/5fqZOjQgrpD14N0rktyCGl5kqmU.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",11/9/1943,0,90,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Rumored,,Douce,FALSE,8,2
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,21153,tt0800334,en,Flock of Dodos: The Evolution-Intelligent Design Circus,Filmmaker and evolutionary biologist Randy Olson tries to figure out if it is the Darwinists or Intelligent Design supporters who will become a flock of dodos.,0.672521,/2VQKwICb0i9Qjfh6atj7whu70ny.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/2006,0,84,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Evolutionary Ecologist, Randy Olson, tries to find out just who is the real ""Flock of Dodos""",Flock of Dodos: The Evolution-Intelligent Design Circus,FALSE,5.6,5
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",http://www.notebynotethemovie.com/,27182,tt1149400,en,Note by Note: The Making of Steinway L1037,"A feature-length independent documentary that follows the creation of a Steinway concert grand, #L1037- from forest floor to concert hall.",0.128607,/vxF0ow8yFXxUDrY50X27sRCTj87.jpg,[],[],11/7/2007,0,81,[],Released,,Note by Note: The Making of Steinway L1037,FALSE,7.3,3
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 10769, 'name': 'Foreign'}]",,4253,tt0378072,hi,Hum Tum,"Hum Tum (Hindi: हम तुम, translation: You and Me, Urdu: ہم تم) is a Bollywood movie, released in India on May 28, 2004, directed by Kunal Kohli and produced by Aditya Chopra and Yash Chopra. The movie stars Saif Ali Khan and Rani Mukerji in the lead roles.",2.58331,/45qmzY5vFqj8kTVExz6JM5zcKtX.jpg,"[{'name': 'Yash Raj Films', 'id': 1569}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",5/28/2004,0,142,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Hum Tum,FALSE,6.1,23
FALSE,,210,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,5153,tt0003740,it,Cabiria,"Three centuries before Christus. Young Cabiria is kidnapped by some pirates during one eruption of the Etna. She is sold as a slave in Carthage, and as she is just going to be sacrificed to god Moloch, Cabiria is rescued by both Fulvio Axilla, a Roman noble, and his giant slave Maciste. Maciste is captured just after having confided Cabiria to Sophinisbe's safe keeping, while Fulvio Axilla manages to escape from Carthage. Ten years went away with Punic wars before he is able to come back to Carthage...",0.704028,/i3DVPhaayqNxajs5ZTIbYAuy91F.jpg,"[{'name': 'Italia Film', 'id': 14962}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",6/1/1914,0,148,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Cabiria,FALSE,6.8,22
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,32130,tt0037384,en,Together Again,"Anne Crandall is the mayor of a small town in Vermont. Her deceased husband had been the mayor for years and when he died, she was left to carry on and to raise his daughter from his first marriage. She lives with the daughter, her father-in-law and a housekeeper. In the town square, there was a statue of her late husband and every year since his death, they have an anniversary celebration there. This year during a thunderstorm, the statue is hit by lightning and the head falls off. The daughter insists that a new statue be erected instead of patching the old one. Mayor Crandall is sent to New York to interview the prospective sculptor, George Corday.",0.967785,/46BGIdszS6pGCzN3NrqLFF5AmXT.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/23/1944,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The year's most exciting romantic comedy!,Together Again,FALSE,6.5,2
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,79509,tt0099026,en,The Ambulance,"Josh meets a young woman who shortly afterwards collapses and is rushed to hospital in an ambulance. He follows after her only to find that there is no record her being admitted, and he soon learns that her room mate also vanished after being picked up by the same ambulance. Convinced of a conspiracy, Josh proceeds to investigate, despite the discouragement of the police.",1.756955,/2v57OWou26F89QMVpZdYMo3fP5G.jpg,"[{'name': 'Epic Productions', 'id': 1988}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/23/1989,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You'll be in perfect health before you die.,The Ambulance,FALSE,6,21
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,33630,tt0030944,en,Vivacious Lady,College town life gets turned upside down after a button-down botany professor secretly weds a sizzling night-club singer.,0.67326,/xyCdblCxFRpaxpHg5RnFXgGDQ0W.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/31/1938,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Vivacious Lady,FALSE,6,11
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,12169,tt0926759,fr,Le Premier Jour du reste de ta vie,A sprawling drama centered on five key days in a family's life.,6.173752,/vnqb0ZiHxUJJVaZC9dEhdMuYizf.jpg,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'Canal+', 'id': 5358}, {'name': 'TPS Star', 'id': 6586}, {'name': 'Mandarin Films', 'id': 12096}, {'name': 'France 2 Cinéma', 'id': 15671}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",7/23/2008,0,114,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The First Day of the Rest of Your Life,FALSE,7.5,139
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,252407,tt0093240,en,Ich und Er,"A man's enthusiastic penis starts talking to him, getting him into awkward situations and convincing everyone he tells that he's completely insane.",0.645652,/4JAz0lgfvDCzcgRB7eitix1jHyB.jpg,"[{'name': 'Neue Constantin Film', 'id': 13096}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",9/14/1988,0,93,[],Released,A comedy about men and women and what stands between them.,Me and Him,FALSE,0,1
FALSE,,52000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.valentinesdaymovie.com/,32856,tt0817230,en,Valentine's Day,"More than a dozen Angelenos navigate Valentine's Day from early morning until midnight. Three couples awake together, but each relationship will sputter; are any worth saving? A grade-school boy wants flowers for his first true love; two high school seniors plan first-time sex at noon; a TV sports reporter gets the assignment to find romance in LA; a star quarterback contemplates his future; two strangers meet on a plane; grandparents, together for years, face a crisis; and, an ""I Hate Valentine's Day"" dinner beckons the lonely and the lied to. Can Cupid finish his work by midnight?",7.466721,/qrZ49dcenKqtRWSbOK8zWLQC6GG.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Karz Entertainment', 'id': 4194}, {'name': 'Rice Films', 'id': 60018}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/10/2010,216485654,125,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Love Story. More or Less.,Valentine's Day,FALSE,5.7,1043
FALSE,,0,[],,183946,tt0122804,en,Yellow,Eight friends in Los Angeles spend their last evening together as they face graduation from high school and the onset of their adult lives. One of them gets in unexpected trouble when he loses a large sum of his dad's money. The friends rally together to attempt to raise the money back in one evening in a wild and desperate scavenger hunt.,0.006175,,[],[],5/29/1998,0,90,[],Released,,Yellow,FALSE,0,0
FALSE,,0,"[{'id': 10749, 'name': 'Romance'}]",,81399,tt0056884,fr,La boulangère de Monceau,"Early new wave effort from Rohmer which was the first of his six moral tales. It concerns a young man who approaches a girl in the street, but after several days without seeing her again, he becomes involved with the girl in the local bakery. Eventually he has to choose between them when he arranges dates with them on the same day.",0.996818,/8DuzKwkWRkJJciL1EtnQKphPoy9.jpg,"[{'name': 'Les Films du Losange', 'id': 223}, {'name': 'Studios Africa', 'id': 55893}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1/1/1963,0,23,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Bakery Girl of Monceau,FALSE,6.4,12
FALSE,"{'id': 24761, 'name': 'The Millennium Collection', 'poster_path': '/sLeE5pwX9cle1v1TpBylT9MeYJ2.jpg', 'backdrop_path': '/9wLsZPhI7ZafO4fh1MhwCjvkclN.jpg'}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",http://dragontattoofilm.com/about-5/the-girl-who-played-with-fire/,24253,tt1216487,sv,Flickan som lekte med elden,"Mikael Blomkvist, publisher of Millennium magazine, has made his living exposing the crooked and corrupt practices of establishment Swedish figures. So when a young journalist approaches him with a meticulously researched thesis about sex trafficking in Sweden and those in high office who abuse underage girls, Blomkvist immediately throws himself into the investigation.",14.38601,/qHRpU2d9NWB0WDulwgFwg6a9JRK.jpg,"[{'name': 'Nordisk Film', 'id': 235}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'ZDF Enterprises', 'id': 5747}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'Film i Väst', 'id': 17513}, {'name': 'Filmpool Stockholm Mälardalen', 'id': 33821}, {'name': 'Spiltan Underhållning', 'id': 33822}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'DK', 'name': 'Denmark'}]",9/18/2009,66995253,129,"[{'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Fight Fire with Fire,The Girl Who Played with Fire,FALSE,6.9,561
FALSE,"{'id': 475511, 'name': 'Steal This Film Collection', 'poster_path': None, 'backdrop_path': None}",3000,"[{'id': 99, 'name': 'Documentary'}]",http://www.stealthisfilm.com/,15324,tt1422757,en,Steal This Film,"Steal This Film focuses on Pirate Bay founders Gottfrid Svartholm, Fredrik Neij and Peter Sunde, prominent members of the Swedish filesharing community. The makers claimed that 'Old Media' documentary crews couldn't understand the internet culture that filesharers took part in, and that they saw peer-to-peer organization as a threat to their livelihoods. Because of that, they were determined to accurately represent the filesharing community from within. Notably, Steal This Film was released and distributed, free of charge, through the same filesharing networks that the film documents.",1.097684,/mNX4IaESTEu5O8riQSbsGqZ9SN.jpg,[],[],8/21/2006,0,32,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Steal This Film,FALSE,5,14
FALSE,"{'id': 179919, 'name': 'Percy Jackson Collection', 'poster_path': '/fimFFNm5LTSTaYcQEbjrFXT4rgo.jpg', 'backdrop_path': '/a7ptPlBghCbXkLaeSro6bNXFfIe.jpg'}",95000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",,32657,tt0814255,en,Percy Jackson & the Olympians: The Lightning Thief,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",9.785895,/5NhyXkodMzDRW8uqtPqlxJsoBhf.jpg,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': '1492 Pictures', 'id': 436}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Sunswept Entertainment', 'id': 5219}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'TCF Vancouver Productions', 'id': 28431}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2/1/2010,226497209,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Worlds Collide,Percy Jackson & the Olympians: The Lightning Thief,FALSE,6,2079
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://tvkmovie.com/index.html,32868,tt1183921,en,The Vicious Kind,"A man tries to warn his brother away from the new girlfriend he brings home during Thanksgiving, but ends up becoming infatuated with her in the process.",2.425754,/oJ2fX0JJ99dpyjkU0N1XRyw7XCE.jpg,"[{'name': '72nd Street Productions', 'id': 20728}, {'name': 'Candleridge Entertainment', 'id': 20729}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/17/2009,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How would you protect someone from their first love?,The Vicious Kind,FALSE,6.4,46
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,19962,tt0282744,en,Mike Bassett: England Manager,"Mike Bassett: England Manager is an hilarious British Comedy that stars Ricky Thomlinson. Featuring Cameos from Barry Venison, Gabby Yorath, Atomic Kitten and Pele.When the England manager has a heart attack, footballs' top brass turn to Mike Bassett (basically no one else wanted the job). England lose Mike's first two games in charge. His team struggles to a goal-less draw in the final qualifying match but, thanks to a fluke result elsewhere, England qualify for the finals in Brazil.In South America things go from bad to worse. Pressure is mounting for Mike. An embarrassing drunken performance caught by a new photographer seals his fate as the most unpopular Englishman ever.However, Mike makes an impassioned plea for the country to get behind him - fans, press, players.... even his wife. Can Mike turn the tide and bring football home ? ..",1.659274,/j0Z6gqsW6ZgDbIGKnLtBqh74k7R.jpg,"[{'name': 'Film Council', 'id': 246}, {'name': 'Hallmark Entertainment', 'id': 4056}, {'name': 'Artists Independent Productions', 'id': 52618}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",9/28/2001,0,89,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Mike Bassett: England Manager,FALSE,7.2,15
FALSE,,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,22971,tt0989757,en,Dear John,Sergeant John Tyree is home on a 2 week leave from Germany. He meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off the pier. John falls in love with Savannah who is a student on spring break helping build a house for Habitat for Humanity. A romance occurs and Savannah falls deeply in love with John. She promises to write John overseas until he returns.,8.371479,/2Fen9XsCscjupGJUhi2zaCvOaGd.jpg,"[{'name': 'Screen Gems', 'id': 3287}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/4/2010,114977104,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love brought them together. Will fate tear them apart?,Dear John,FALSE,6.6,1302
FALSE,,0,[],,174748,tt0087587,no,Lars i porten,,0,,[],[],12/30/1984,0,,[],Released,,Lars i porten,FALSE,0,0
FALSE,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,20471,tt0768218,en,The Mysteries of Pittsburgh,"Based on Michael Chabon's novel, the film chronicles the defining summer of a recent college graduate who crosses his gangster father and explores love, sexuality, and the enigmas surrounding his life and his city.",5.910208,/lbSEPULIfAYQhivwMETrbihbsta.jpg,"[{'name': 'Sherazade Film Development', 'id': 3612}, {'name': 'Groundswell Productions', 'id': 4205}, {'name': 'QED International', 'id': 11029}, {'name': 'Visitor Pictures', 'id': 20748}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/20/2008,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes life leads you to the most mysterious places.,The Mysteries of Pittsburgh,FALSE,3.6,10
FALSE,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]",,15360,tt0067490,en,The Night Stalker,"Wisecracking reporter Carl Kolchak investigates a string of gruesome murders in Las Vegas. It seems that each victim has been bitten in the neck and drained of all their blood. Kolchak is sure that it is a vampire. He's hot on the trail, but nobody believes him. His editor thinks he's nuts and the police think he's a hindrance in the investigation, so Kolchak takes matters into his own hand.",4.496482,/aW40lgNJBoyh1CdYs7ZDwEXVe8i.jpg,"[{'name': 'American Broadcasting Company (ABC)', 'id': 3065}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/11/1972,0,74,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Night Stalker,FALSE,7.1,23
FALSE,,0,"[{'id': 53, 'name': 'Thriller'}]",http://www.frozen-film.com/,44363,tt1323045,en,Frozen,Three skiers are stranded on a chairlift and forced to make life-or-death choices that prove more perilous than staying put and freezing to death.,10.245682,/lfZNJlAZoheNVHPBhTTlpkBQj4B.jpg,"[{'name': 'ArieScope Pictures', 'id': 3960}, {'name': 'A Bigger Boat', 'id': 5855}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/5/2010,3065860,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No one knows you're up there,Frozen,FALSE,5.9,586
FALSE,,2000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://www.ninedead.com/,34335,tt0959329,en,Nine Dead,Communication is the key to the survival for nine strangers who have been kidnapped by a masked gunman and told that one of them will die every ten minutes until they discover how they are all connected. Who of the nine lives and who dies?,9.711183,/exSR1wZsLNd3YfMtZKKDTRXnWbp.jpg,"[{'name': 'Hartbreak Films', 'id': 5452}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/2010,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It doesn't have to end this way,Nine Dead,FALSE,5.1,85
FALSE,,2500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,31299,tt1104083,en,Little Ashes,"About the young life and loves of artist Salvador Dalí, filmmaker Luis Buñuel and writer Federico García Lorca.",3.396498,/DvdUqUQemOLMDnJU9zMPhZ4MBq.jpg,"[{'name': 'APT Films', 'id': 5140}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",10/6/2008,0,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Two lovers risking it all. One story, untold until now.",Little Ashes,FALSE,6.1,44
FALSE,,2600000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,15483,tt0330691,it,Il cartaio,"Policewoman Anna Mari is forced to play a dangerous game with the title serial killer. If she loses, she witnesses the maniac's tortured victims having their throats cut in explicit close-up detail via webcam. She teams up with British cop John Brennan to find out the identity of the murderer.",3.501564,/n1VMeA9SwVAmalacwfXKgPbtc1x.jpg,"[{'name': 'Medusa Film', 'id': 6246}, {'name': 'Opera Film (II)', 'id': 82322}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1/2/2004,1479042,103,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,A serial killer with a vice for Video Poker,The Card Player,FALSE,4.7,46
FALSE,,5000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",,24973,tt0046949,en,The Egyptian,"In eighteenth-dynasty Egypt, Sinuhe, a poor orphan, becomes a brilliant physician and with his friend Horemheb is appointed to the service of the new Pharoah. Sinuhe's personal triumphs and tragedies are played against the larger canvas of the turbulent events of the 18th dynasty. As Sinuhe is drawn into court intrigues he learns the answers to the questions he has sought since his birth.",10.374608,/8lkdv01z8TJ4kkhtvnJOPGzm2zq.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/25/1954,15000000,139,"[{'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"To Nefer, shameless temptress of Babylon, he surrendered his parents' hope of immortality!",The Egyptian,FALSE,6,11
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",http://www.delhi6.co.in/,20027,tt1043451,hi,Delhi 6,"A story about love, hope and self-discovery set in the walled city of Delhi (zip code 6) and its chaotic but touching life that forces us to ask questions about ourselves",1.44792,/4wh1KB9vrrrOvjB0pPkIueZulU5.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2/20/2009,8250000,138,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Delhi-6,FALSE,5.6,17
